"","ID","Short Title","Year"
"959","A78793","A gracious ansvver from the King for a treaty with the Parliament at Newport in the Isle of Wight.bAnd His Majesties desires or conditions for entring into the said treaty. Also, the heads of severall letters intercepted comming out, of Scotland, and commission given for raising of money for the Scots in the kingdome of England. With an exact relation of advance and motion of the Scots army, and the encounters between them and the forces commanded by Major Generall Lambert, and Lieut. Gen. Cromwell.","1648"
"960","A78796","His Majesties gracious assent to the petition of the Earles of Lindsey and Cumberland, by the appointment of the Parliament. :$bWith His Majesties commission for the confirmation of truce, made between His Majesty and the King of Casteele, the two Kings of East-India, D. Michael de Loronha, Conde de-Linhares, Viceroy of Goa, and William Methwold president of the English in East-India. In all the lands, places, castles, ports, and coasts of Africa, Guyne, Bine, the Island of Saint Thome, &amp;c. and beyond Gape bona Speranza is the dominions of the King of Portugall.","1641"
"961","A78859","His Majesties letter to His right trusty, and well-beloved subjects, the Aldermen and Common-Councell of the city of London, to be communicated to all His loyall subjects within the cities of London and Westminster. Brought by the Duke of Richmond. Novemb. 7. 1648. And Col. Hammonds declaration concerning the King, for preservation of His royall person from the hands of His enemies; and his protestation touching the same. With a message from the army to the said Col. Hamond, and their propositions and desires touching the person of the King, and their design touching the treaty. Dated at Newport Nevem. 6. and brought by the post Yesterday.","1648"
"962","A78860","King Charles His letter to the great Turk; the high and mighty emperour Sultan Morat Han:$bChiefe Lord and Commander of the Ottoman kingdom, sole and supream monarch of the eastern empire.","1642"
"963","A79034","The Scots remonstrance or declaration; :$bconcerning, the restoring their declared King to his just rights and priviledges; with their raising an army of 25000 men, and setting forth a great fleet of ships, and what their designe is. Also, a more exact relation of the resolute deportment of the late Marquess of Montross, and several speeches spoken by him, at the time of his execution. Together, with the Lord Hoptons letter, to divers of the gentry in Cornwall, and Devonshire, concerning the King of Scots, and the Parliament of England; and their resolution to stand firm to the present authority of the nation.","1650"
"964","A79065","The Kings Maiesties resolution concerning, Robert Earl of Warwicke, Lord Admirall of His Majesties navie royall, :$bwherein is declared the kings full resolution and intention concerning his navie, now lying upon the downs. With the Earl of Warwicks declaration to both Houses of Parliament, and the oath taken by all his captains, lieutenants, and other inferiour officers, under his command, belonging to the fleet. Also the proceedings of the Earl of Warwicke and Sir Iohn Pennington, lying neer to the said Earl with a great number of cavaleers near the downs. Ordered, that this be forthwith published in print, John Brown, Cler. Parl. Whereunto is annexed, exceeding joyfull newes from Ireland, being the copy of a letter read in the House of Commons on Saturday last, Iuly the 9. Ordered that this be printed and published. Hen. Elsing. Cler. Par. Com. D.","1642"
"965","A79162","Articles of peace between His Most Sacred Majesty, Charles the Second, King of Great Britain, France and Ireland, &amp;c. and the city and kingdom of Algiers, /$cconcluded by Thomas Allen Esquire, Admiral of His said Majesty of Great Britain's ships in the Mediterranean Seas, according to instructions received on that behalf from His Royal Highness the Duke of York and Albany, Earl of Ulster ... ; Being the same articles concluded by Sir John Lawson Knight, on the 23. of April, 1662. and afterwards more solemnly confirm'd on the 10. of November following, and since ratified by the Grand Signior.","1664"
"966","A79238","A great fight between the Kings forces under the command of his Highnesse the Prince of VVales, and the Parliaments forces, neer the Downs. :$bWith the number of killed and taken, the great execution done by key-shot from the Kings ships upon the Parliamenteers and the particulars of the fight between the Lord Hopton, and Col. Rich. And the Lord Cravens declaration concerning his joyning with the Prince. Likewise, the Princes propostions touching the Kings Majesty. Signed, Charles. P. And commanded to be forthwith printed and published.","1648"
"967","A79245","Charles P. A letter sent from His Highness the Prince of Wales, to His Majesties loyall and faithfull subjects within the realm of England; :$bdeclaring, his great and earnest desires to the City of London, in the behalf of His Royall father the King. And a declaration of his proceedings at sea, against the Earl of VVarwick, and the resolution of his sea-men touching the Parliaments navy. With the full particulars of a bloudy fight at sea, on Munday last, and the number killed. VVhereunto is annexed, the declaration and votes of both Houses of Parliament, concerning the King, in relation to the treaty.","1648"
"968","A79249","The King of Scots letter to the States of Holland, concerning their present design and engagement against England: :$bwith His desires touching the same; and His resolution to venture life and fortune with them. Also, a declaration of the Hollanders, for His defence aud [sic] preservation; the raising of 40000 fighting men; and new commission given to the Lord Admiral Vantrump, to fight, sink, burn, and take, all English ships that wears not his colours.","1652"
"969","A79276","By the King, a proclamation :$bwhereas His Majesty by his proclamation of the first day of March last ... prohibited the setting to sea any ships or vessels to or for any parts or places beyond the seas ... doth hereby declare ... that the said proclamation, and the prohibition, and every other clause, matter, and thing therein contained, shall from henceforth cease and determine ...","1665"
"970","A79401","The advice of Charles the Fifth, Emperor of Germany, and King of Spain, to his son Philip the Second :$bupon his resignation of the crown of Spain to his said son.","1670"
"971","A79669","A form of prayer and thanksgiving to Almighty God for the prosperity of the Christian arms against the Turks and especially for taking the city of Buda :$bto be used publickly on Sunday the twelfth of September in His Majesties free chappel of St. Georges Windsor, in the collegiate church of St. Peters Westminster and in the parish-church of St. Mary le Bowe in the city of London.","1686"
"972","A79940","A tour in France &amp; Italy, made by an English Gentleman, 1675","1676"
"973","A80170","Navigation by the mariners plain scale new plain'd: or, A treatise of geometrical and arithmetical navigation; wherein sayling is performed in all the three kindes by a right line, and a circle divided into equal parts. :$bContaining 1. New ways of keeping of a reckoning, or platting of a traverse, both upon the plain and mercators chart ... 2. New rules for estimating the ships way through currents, and for correcting the dead reckoning. 3. The refutation of divers errors, and of the plain chart, and how to remove the error committed thereby ... as also a table thereof made to every other centesm. 4. A new easie method of calculation for great circle-sayling, with new projections, schemes and charts ... 5. Arithmetical navigation, or navigation performed by the pen, if tables were wanting ...$cBy John Collins of London, Pen-man, accomptant, philomathet.","1659"
